anime_id,name,genre,type,episodes,rating,members
2727,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo",TV,18,5.91,1680
16798,Ttori wa Zeta Robot,"Action, Adventure, Kids, Mecha",Movie,1,5.91,334
1176,Unkai no Meikyuu Zeguy,"Action, Adventure, Fantasy",OVA,2,5.91,808
1973,X Densha de Ikou,"Dementia, Mystery, Supernatural",OVA,1,5.91,1129
29772,Calm,"Dementia, Music",Movie,1,5.89,506
11735,Coluboccoro,"Fantasy, Sci-Fi",OVA,1,5.89,1081
983,Cosplay Complex: Extra Identification,Comedy,OVA,1,5.90,2145
3499,DinoZone,"Adventure, Sci-Fi, Shounen",OVA,5,5.90,636
1927,Gakuen Tokusou Hikaruon,"Action, Martial Arts, School, Super Power",OVA,1,5.90,1068
32755,Gregorio,Music,Music,1,5.90,89
28439,Hatsune Miku x Tetsuya Nomura,Music,Special,1,5.90,1232
30080,Inishie no Megami to Houseki no Ite,Action,ONA,1,5.90,143
27503,Karen Senki,"Action, Sci-Fi",ONA,11,5.90,8697
2525,Kekkou Kamen,"Comedy, Ecchi",OVA,4,5.90,2344
8619,Ladies versus Butlers! Tokuten Disc Music Clip,"Ecchi, Music",Special,1,5.90,5676
16183,Lupin Shanshei,"Comedy, Parody",OVA,10,5.90,582
26085,Military!,"Comedy, Ecchi, Military, Seinen, Slice of Life",TV,12,5.91,19761
2731,Shishunki Bishoujo Gattai Robo Z-MIND,"Action, Mecha, Parody",OVA,6,5.90,333
7985,Taiyou no Hou: El Cantare e no Michi,"Fantasy, Historical",Movie,1,5.90,332
31972,Tang Lang Bu Chan,Historical,Movie,1,5.90,112
5270,All That Gundam,"Action, Mecha, Sci-Fi",Special,1,5.89,2760
33746,Anitore! XX,"Comedy, Sports",TV,12,5.89,6227
30382,Aquarion Logos,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,5.89,11756
7786,Arabian Nights: Sindbad no Bouken,"Action, Adventure, Fantasy",Movie,1,5.89,550
20705,Baka Misérables,"Music, Parody",ONA,3,5.89,169
24637,G-On Riders Special,"Comedy, Ecchi, Sci-Fi",Special,1,5.89,302
2365,Grandeek,"Adventure, Fantasy, Magic",OVA,1,5.89,896
4540,Gundam: Mission to the Rise,"Action, Mecha, Sci-Fi",Special,1,5.89,2710
2308,Lime-iro Ryuukitan X,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13,5.89,2009
7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,"Comedy, Magic, Shoujo, Slice of Life",Movie,1,5.89,360
16377,Peeping Life: The Perfect Extension,"Comedy, Slice of Life",OVA,10,5.89,245
574,Rean no Tsubasa,"Fantasy, Mecha, Sci-Fi",ONA,6,5.89,2228
33366,Toukiden 2,"Action, Demons",ONA,3,5.89,199
12399,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,"Action, Sci-Fi",OVA,1,5.89,199
32454,Usakame,"Comedy, Shounen, Sports",TV,12,5.89,5941
10904,Waza no Tabibito,"Adventure, Fantasy",Movie,1,5.89,474
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,"Action, Adventure, Comedy, Fantasy",OVA,1,5.89,472
32853,7-kakan.,Music,Music,1,5.88,143
31710,Divine Gate,"Action, Fantasy, Sci-Fi",TV,12,5.88,83271
8526,Honey Tokyo,Sci-Fi,ONA,1,5.88,1410
19185,HORIZON feat. Hatsune Miku,Music,Music,1,5.88,1297
1775,Jikuu Tenshou Nazca,"Action, Adventure, Drama, Fantasy, Magic",TV,12,5.88,3080
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,1,5.88,409
15391,Kagaku na Yatsura,"Comedy, Ecchi, Romance, School, Sci-Fi, Seinen",OVA,1,5.88,10812
13373,Kyoto Animation: Hana-hen,Slice of Life,Special,1,5.88,2483
31830,lilac (bombs Jun Togawa),Music,Music,1,5.88,175
29757,Mori no e,"Kids, Music",Music,1,5.87,202
19237,Nimrod,"Fantasy, Music",Music,1,5.88,296
5492,Platonic Chain: Web,"Sci-Fi, Slice of Life",Special,1,5.88,322
1712,Shin Seiki Den Mars,"Mecha, Sci-Fi, Shounen",TV,13,5.88,556
1743,Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,14,5.88,2476
9667,Super Speed,Music,Music,1,5.88,691
5662,Suteneko Tora-chan,Music,Movie,1,5.88,615
9521,Tie Shan Gongzhu,"Action, Adventure, Fantasy",Movie,1,5.88,347
7248,Top wo Nerae! Gunbuster Specials,"Mecha, Space",Special,3,5.88,3095
1076,Wizardry,"Action, Adventure, Fantasy",OVA,1,5.88,991
1692,_Summer,"Drama, Harem, Romance",OVA,2,5.88,7051
3843,Ali Baba to 40-hiki no Touzoku,"Action, Fantasy",Movie,1,5.87,602
1586,Aoi Umi no Tristia,"Adventure, Mecha",OVA,2,5.87,2279
4908,Bihada Ichizoku,"Drama, Parody, Shoujo",TV,12,5.87,2777
30199,Hakimono to Kasa no Monogatari,Music,Music,1,5.87,108
8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,Horror,OVA,1,5.87,418
12723,Loups=Garous Pilot,"Mystery, Sci-Fi, Thriller",Special,1,5.87,622
8231,Princess Lover!: Magical Knight Maria-chan,"Magic, Parody",Special,6,5.87,5960
12907,Sekiei Ayakashi Mangatan,"Fantasy, Historical, Supernatural",ONA,3,5.87,2615
21773,Sugar*Soldier,Shoujo,Special,3,5.87,6738
5372,Aura Battler Dunbine OVA,"Adventure, Mecha, Sci-Fi",OVA,3,5.86,972
30091,Chaos Dragon: Sekiryuu Seneki,"Action, Fantasy, Supernatural",TV,12,5.86,62257
33771,Cheating Craft,"Action, Comedy, School",TV,12,5.86,23469
1992,Chou Kousoku Gran Doll,"Action, Comedy, Mecha, School",OVA,3,5.86,837
9502,Egao no Hana,Music,Music,1,5.86,670
23259,Gundam: G no Reconguista,"Action, Mecha, Sci-Fi, Space",TV,26,5.86,16538
31769,Kojiki: Hyuuga-hen,Historical,Movie,1,5.86,148
2278,Mahou Yuugi 3D,"Comedy, Magic",OVA,1,5.86,1148
6907,Mikan-Seijin,Comedy,TV,26,5.86,258
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,"Mecha, Military",Special,1,5.86,785
3328,School Days: Magical Heart Kokoro-chan,"Comedy, Ecchi, Magic",OVA,1,5.86,28812
23595,Seihou Tenshi Angel Links Special,"Comedy, Sci-Fi, Space",Special,1,5.86,310
21009,Sekai de Ichiban Tsuyoku Naritai! Specials,"Action, Ecchi, Sports",Special,6,5.86,3712
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action,ONA,2,5.86,217
6607,Superflat First Love,"Adventure, Fantasy",Special,1,5.86,2433
21775,Yugami-kun ni wa Tomodachi ga Inai,"Comedy, Romance, School, Slice of Life",ONA,2,5.86,858
3430,Blame! Prologue,"Action, Mecha, Sci-Fi",OVA,2,5.85,4703
29585,Chikotan,"Music, Psychological",Movie,1,5.87,145
17267,Futari wa Milky Holmes,"Comedy, Mystery, Super Power",TV,12,5.85,6303
1933,Growlanser IV: Wayfarer of the Time,Action,OVA,1,5.85,931
10958,High Score,"Comedy, Shoujo",TV,8,5.85,4894
31300,Irodorimidori: Change Our Mirai!,Music,Music,1,5.85,721
1271,Kyoukasho ni Nai!,"Comedy, Ecchi",OVA,2,5.85,2237
21421,Mahou Shoujo Taisen,Magic,TV,26,5.85,12783
15937,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,"Action, Fantasy, Shounen",OVA,1,5.85,302
9826,Okubyou na Venus,Music,OVA,1,5.85,223
4103,Oval x Over,Cars,OVA,1,5.85,557
3736,Parappa the Rapper,"Comedy, Fantasy",TV,30,5.85,1199
23029,Popful Mail,"Comedy, Fantasy, Music",Music,1,5.85,166
3821,Portable Kuukou,"Music, Sci-Fi",Music,1,5.85,1515
2522,Rakushou! Hyper Doll,"Adventure, Comedy, Magic, Sci-Fi, Shounen",OVA,2,5.85,937
2311,Shounen Kenya,Adventure,Movie,1,5.85,816
31073,Show By Rock!!: Plasmagica na Gogo,Comedy,ONA,3,5.85,469
1766,Youseiki Suikoden,"Action, Fantasy, Martial Arts",OVA,1,5.85,1240
10813,Alps no Shoujo Heidi Pilot,"Comedy, Drama, Slice of Life",Special,1,5.84,419
16169,Choboraunyopomi Gekijou Ai Mai Mii,"Comedy, Slice of Life",TV,13,5.83,16846
4967,Choujin Locke: Mirror Ring,"Action, Sci-Fi, Super Power",OVA,1,5.84,391
30967,Chuumon no Ooi Ryouriten (1993),"Fantasy, Horror, Supernatural",Movie,1,5.83,238
31157,ClassicaLoid,"Comedy, Music",TV,25,5.84,11717
31467,Grendizer Giga,"Action, Mecha",ONA,1,5.84,207
2876,Hoshi no Orpheus,"Fantasy, Kids",Movie,1,5.84,310
17387,Imokawa Mukuzo: Genkanban no Maki,Comedy,Movie,1,5.83,208
5878,Love Position: Halley Densetsu,"Fantasy, Sci-Fi",OVA,1,5.84,398
4104,Mini Moni the TV,Comedy,TV,15,5.84,273
4929,Next Senki Ehrgeiz,"Action, Mecha, Sci-Fi",TV,12,5.84,472
33213,Onizushi,"Comedy, Demons",ONA,3,5.84,153
6513,Ravex in Tezuka World,"Music, Space",OVA,1,5.84,620
15127,Sakura Taisen: Kanadegumi,Shoujo,OVA,1,5.84,1630
10373,Soul Link Picture Drama,"Romance, Sci-Fi",Special,3,5.84,603
4718,AIKa: Special Trial,Ecchi,Special,1,5.83,4116
281,Akane Maniax,"Comedy, Mecha, Romance",OVA,3,5.83,13988
11087,Awake,"Action, Mecha, Parody, Sci-Fi",Special,2,5.83,276
13041,Battle Break,"Action, Kids",ONA,1,5.83,189
3625,Battle Royal High School,"Action, Horror, Martial Arts, Super Power, Supernatural",OVA,1,5.83,2899
13407,Doudou,Fantasy,OVA,2,5.83,234
8554,Hashire Melos,"Drama, Historical",Special,1,5.83,338
13249,Lupin VIII,"Adventure, Comedy, Shounen",Special,1,5.83,1166
33549,Mame-Mofu Collab Animation,Comedy,ONA,1,5.83,119
21427,Minna Atsumare! Falcom Gakuen,"Comedy, Parody, School, Seinen",TV,13,5.83,3175
1936,Misute♡naide Daisy,"Comedy, Romance, Sci-Fi",TV,12,5.83,720
3496,Ougon no Hou: El Cantare no Rekishikan,"Fantasy, Historical",Movie,1,5.83,308
31549,Peeping Life TV: Season 1??,"Comedy, Slice of Life",TV,12,5.83,1573
21771,Romantica Clock,Shoujo,Special,3,5.83,8491
16247,Satsujin Kippu wa Heart-iro,"Mystery, Shoujo",OVA,1,5.83,209
32564,Tokiwa Kitareri!!,"Action, Magic, Shounen",Special,1,5.83,176
30920,Utopa,Sci-Fi,Movie,1,5.83,590
5232,Band of Ninja,Action,Movie,1,5.82,748
10375,Denshinbashira no Okaasan,Drama,Movie,1,5.82,224
4147,Doggy Poo,"Fantasy, Kids",Movie,1,5.82,2212
21821,Fuuun Ishin Dai☆Shogun,"Action, Historical, Mecha",TV,12,5.82,15758
9053,Ice Movie,"Action, Military, Sci-Fi",Movie,1,5.82,804
13309,Kyoto Animation: Hoshi-hen,Fantasy,Special,1,5.82,2295
33274,Onara Gorou,Comedy,TV,13,5.82,5117
13427,PES: Peace Eco Smile,"Slice of Life, Space",ONA,7,5.82,2487
611,Platonic Chain,"Sci-Fi, Slice of Life",TV,24,5.82,1091
16251,Shinkai no Kantai: Submarine 707,"Action, Adventure, Military, Sci-Fi",OVA,1,5.82,299
6038,Transformers Zone,"Mecha, Sci-Fi",OVA,1,5.82,791
1183,Variable Geo,"Action, Ecchi, Martial Arts, Shounen, Super Power",OVA,3,5.82,1999
1442,Alexander Senki,"Action, Adventure, Fantasy, Historical, Sci-Fi, Supernatural",TV,13,5.81,4014
16936,Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,Comedy,ONA,1,5.81,2738
695,Canvas: Sepia-iro no Motif,"Comedy, Romance, Slice of Life",OVA,2,5.81,5464
9629,Cyborg 009: The Reopening,"Action, Adventure, Mecha, Sci-Fi, Shounen",Special,1,5.81,971
17513,Diabolik Lovers,"Harem, School, Shoujo, Vampire",TV,12,5.81,107960
11511,Evidence,Music,Music,1,5.81,705
25943,Hacka Doll,Fantasy,Special,2,5.81,2961
8659,I&#039;m Here with You,"Kids, Music",Music,1,5.81,327
1831,Iczer-Girl Iczelion,"Action, Adventure, Sci-Fi",OVA,2,5.81,1194
31310,Ishikeri,Comedy,Movie,1,5.81,207
6266,Joseito,"Drama, School, Slice of Life",OVA,1,5.81,774
31377,Kataribe Shoujo Honoka,"Slice of Life, Supernatural",ONA,1,5.81,241
1058,Kidou Shinsengumi Moeyo Ken,"Adventure, Comedy, Historical",OVA,4,5.81,1114
2078,Landlock,"Adventure, Fantasy, Sci-Fi",OVA,2,5.81,965
21715,Makkuramori no Uta,Music,Music,1,5.81,117
625,Moekan The Animation,"Comedy, Romance",OVA,3,5.81,1859
619,Ninja Ryuukenden,"Adventure, Demons, Drama, Sci-Fi, Shounen, Supernatural, Thriller",OVA,1,5.81,2281
2767,Taneyamagahara no Yoru,"Fantasy, Kids, Psychological, Slice of Life",Movie,1,5.81,2428
6947,Uchurei!,"Comedy, Sci-Fi, Slice of Life",TV,12,5.81,864
1411,VS Knight Lamune &amp; 40 Fresh,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,6,5.81,1381
5330,Alice in Cyberland,Action,OVA,1,5.80,605
2056,Cosmo Police Justy,"Action, Sci-Fi, Shounen, Space, Super Power, Supernatural",OVA,1,5.80,970
33912,Gakuen Handsome: Haitoku no Lesson,"Comedy, Music",Music,2,5.79,316
21267,Go! Go! 575,Slice of Life,TV,4,5.80,7755
13693,Ippatsu Hicchuu!! Devander,"Action, Mecha, Parody, Sci-Fi, Super Power",OVA,1,5.80,316
17293,Love Like Aliens,"Action, Music, Sci-Fi",Music,1,5.80,567
22293,Mahou no Yousei Persia: Escape!,Music,Music,1,5.80,192
32438,Mayoiga,"Drama, Horror, Mystery, Psychological",TV,12,5.80,117090
10520,Nurse Witch Komugi-chan Magikarte Z Special,"Comedy, Parody",Special,1,5.80,1227
10735,Planetes Picture Drama,"Comedy, Sci-Fi, Space",Special,9,5.80,1205
2094,Relic Armor Legaciam,"Action, Mecha, Sci-Fi",OVA,1,5.80,686
19469,Saiki Kusuo no Ψ-nan,"Comedy, School, Shounen, Supernatural",ONA,1,5.81,3584
32595,Seisen Cerberus: Ryuukoku no Fatalités,"Adventure, Fantasy",TV,13,5.80,49394
9561,Shokupan Mimi,Comedy,TV,12,5.80,803
31966,Sword Gai,"Action, Seinen, Supernatural",ONA,1,5.80,210
6835,Umi no Mizu wa Naze Karai,Historical,Movie,1,5.80,531
1342,Violence Jack: Jigoku Gai-hen,"Action, Drama, Horror",OVA,1,5.80,3456
5053,Ai City,"Action, Sci-Fi, Super Power",Movie,1,5.79,1513
7453,AIKa Zero Picture Drama,Ecchi,Special,3,5.79,2554
8669,Ano Koro no Namida wa,"Music, Slice of Life",Music,1,5.79,401
2837,Ariel Deluxe,"Action, Comedy, Mecha, Sci-Fi",OVA,2,5.79,615
19233,Around,Slice of Life,Movie,1,5.79,468
4458,Bavel no Hon,Kids,Special,1,5.79,1906
8628,Chains &amp; Rings,"Fantasy, Music",Music,1,5.79,687
3684,Dimension Loop,Sci-Fi,OVA,1,5.79,1805
32608,Endride,"Adventure, Fantasy",TV,24,5.79,38223
32618,Hietsuki Bushi,"Fantasy, Music, Sci-Fi",Music,1,5.79,103
33187,Katsudou Shashin,,Movie,1,5.79,607
31252,"Korekarasaki, Nando Anata to.","Music, Slice of Life",Music,1,5.79,370
4058,Makyou Gaiden Le Deus,"Action, Adventure, Mecha, Sci-Fi",OVA,1,5.79,671
21055,Mission School,"Music, School",Music,1,5.79,243
8697,Mizutori,Music,Music,1,5.79,275
9741,Nana to Kaoru,"Comedy, Ecchi, Romance, Seinen",OVA,1,5.79,12919
816,Nanako Kaitai Shinsho,"Comedy, Mecha, Military, Sci-Fi",OVA,6,5.79,6733
2529,Princess Minerva,"Adventure, Comedy, Fantasy, Parody",OVA,1,5.79,805
25873,Toukiden Kiwami,"Action, Fantasy, Martial Arts",ONA,1,5.79,518
991,Usagi-chan de Cue!!,"Action, Comedy, Ecchi, Magic, Romance",OVA,3,5.79,3276
5926,Antique Heart,"Magic, Mystery, School",OVA,1,5.78,616
8898,Circuit Angel: Ketsui no Starting Grid,Action,OVA,1,5.78,424
5647,Doukyuusei 2 (OVA) Special: Sotsugyousei,"Ecchi, Harem, School",OVA,3,5.78,526
10463,Exper Zenon,"Action, Sci-Fi",Movie,1,5.78,623
30463,Kyoufu Shinbun (2014),"Demons, Fantasy, Horror, Supernatural",ONA,16,5.78,640
20713,Mai Zhu,"Comedy, Historical",Movie,1,5.78,180
2081,Makeruna! Makendou,"Comedy, Magic, Shounen",OVA,1,5.78,555
29825,Onnanoko tte.,"Comedy, Shoujo, Slice of Life",Special,4,5.78,171
11661,Robo to Shoujo (Kari),"Action, Comedy, Mecha, Sci-Fi",ONA,9,5.78,1031
13141,Shibainuko-san,Comedy,TV,26,5.78,6204
7314,Yona Yona Penguin,"Adventure, Fantasy, Kids",Movie,1,5.78,469
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Comedy,Special,5,5.78,3265
30234,1989,"Music, Space",Music,1,5.77,374
8643,Asatte Dance,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,2,5.77,534
5648,Bouken Shite mo Ii Koro,"Comedy, Seinen",OVA,3,5.77,369
3127,California Crisis: Tsuigeki no Juuka,"Action, Adventure, Comedy",OVA,1,5.77,1604
5237,Compiler Festa,"Action, Drama, Sci-Fi",OVA,1,5.77,455
10313,Dallos Special,Fantasy,Movie,1,5.77,301
4042,Hanappe Bazooka,"Action, Comedy, Ecchi, Magic, School",OVA,1,5.77,1164
33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy, Parody",ONA,12,5.99,3251
10391,Kuragehime: Soreike! Amars Tankentai,"Adventure, Comedy, Josei",Special,6,5.77,6115
6667,Love to Live By,Music,Music,1,5.77,911
6184,Makaryuudo Demon Hunter,"Demons, Supernatural",OVA,1,5.77,668
11269,Maken Liner 0011 Henshin Seyo!,"Action, Mecha, Sci-Fi",Movie,1,5.77,238
8660,Minarai Chameleon,"Comedy, Kids, Music",Music,1,5.77,140
32191,Okitegami Kyouko no Bibouroku x Monogatari,Supernatural,ONA,1,5.77,1771
3473,Souseiki,Parody,Movie,1,5.77,959
25891,Stitch to Suna no Wakusei,"Adventure, Comedy, Kids, Sci-Fi",Special,1,5.77,198
11789,Wish Me Mell,"Fantasy, Kids, Magic",ONA,2,5.77,227
4709,Aesop&#039;s World,Kids,TV,26,5.76,261
31908,"Ai think so,",Music,Music,1,5.77,203
29822,Channel 5.5 2nd Season,"Comedy, Parody",ONA,4,5.76,277
13089,Hana to Mogura,Comedy,Movie,1,5.76,210
4939,Macross Fufonfia,"Comedy, Parody",ONA,20,5.76,2189
9361,Molly Star-Racer,"Mecha, Music",Music,1,5.76,914
8162,Mugen Shinshi: Bouken Katsugeki-hen,"Fantasy, Horror, Mystery",OVA,1,5.76,418
3886,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,"Adventure, Comedy, Shounen",Movie,1,5.76,2029
30425,Wake Up! Dodo,Music,Music,1,5.76,140
7155,Beat Shot!!,"Ecchi, Sports",OVA,1,5.75,303
5624,Biohazard 4D-Executer,"Action, Adventure, Horror, Military",Special,1,5.75,2423
1811,Bounty Dog: Getsumen no Ibu,"Action, Sci-Fi, Space",OVA,2,5.75,1752
19137,EDEN,Music,Music,1,5.75,1159
32761,Gekkou Shokudou,Music,Music,1,5.75,92
27793,It Girl,Music,Music,1,5.75,961
6305,Life no Color,"Music, School",Movie,1,5.75,1441
6684,Marie &amp; Gali Special,Comedy,Special,1,5.75,407
32699,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,Comedy,Special,1,5.75,123
22943,Mugen Senshi Valis,"Action, Adventure, Fantasy",Special,1,5.75,215
2069,Onna Senshi Efe &amp; Jira: Gude no Monshou,"Adventure, Fantasy",Movie,1,5.75,545
25639,Toilet no Kamisama,Music,Music,1,5.75,165
21591,Wasure-boshi,"Fantasy, Music",ONA,1,5.75,451
31880,B Who I Want 2 B,Music,Music,1,5.74,413
1776,Bulg-eunmae,"Martial Arts, Super Power",Movie,1,5.74,582
9324,Elf 17,"Adventure, Comedy, Martial Arts, Mecha",OVA,1,5.74,584
1611,Galerians: Rion,"Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural",OVA,3,5.74,2002
17707,Glass no Kamen Desu ga,"Comedy, Parody",TV,3,5.74,773
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Slice of Life,Special,1,5.74,1628
1759,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,"Action, Adventure, Historical, Sci-Fi, Shounen",OVA,1,5.74,1950
32875,Shokupan Mimi Specials,Comedy,Special,4,5.74,122
8704,Uchuu Hikoushi no Uta,"Fantasy, Kids, Music",Music,1,5.74,351
1622,Kai Doh Maru,"Action, Fantasy, Historical, Magic",OVA,1,5.73,5712
17811,Kyoto Animation: Hassou-hen,Fantasy,Special,1,5.73,2246
24011,Lance N&#039; Masques,Fantasy,TV,12,5.73,31827
21089,Lost Forest,Music,Music,1,5.72,302
23375,Minarai Diva,Music,TV,10,5.73,982
3640,Monkey Punch no Sekai: Alice,"Action, Comedy, Ecchi",OVA,1,5.73,715
23835,Moonrakers,"Drama, Sci-Fi, Space",ONA,1,5.73,1013
24199,Oosouji,Music,Music,1,5.73,346
354,UG☆Ultimate Girls,"Comedy, Ecchi, Magic, Sci-Fi",TV,12,5.73,6025
28775,White Fantasy,"Fantasy, Sports",Special,1,5.73,503
28813,Bamboo Blade: Fanfu-Fufe-Fo,"Comedy, Parody",Special,2,5.72,484
17245,Christmas,"Music, Supernatural",Music,1,5.72,356
15893,Crash!,"Comedy, Shoujo",Special,3,5.70,1015
13259,Kyoto Animation: Ajisai-hen,Magic,Special,1,5.72,2682
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,"Action, Adventure, Comedy, School, Supernatural",OVA,1,5.72,1628
7524,Mahou no Pen,Historical,Movie,1,5.72,152
33910,Marine Bloomin&#039;,Music,Music,1,5.72,123
30576,Pareo wa Emerald,Music,Music,1,5.72,128
28401,Q Transformers: Kaette Kita Convoy no Nazo,"Mecha, Parody, Slice of Life",TV,13,5.72,404
6390,R20: Ginga Kuukou,Sci-Fi,Special,1,5.72,563
32781,Refrain,Music,Music,1,5.72,104
10407,Shimanchu MiRiKa,Slice of Life,Special,1,5.72,267
12603,Tora-chan to Hanayome,Drama,Movie,1,5.72,386
3929,Ugokie Kori no Tatehiki,"Comedy, Supernatural",Movie,1,5.72,580
1745,Wild 7 Another Bouryaku Unga,"Action, Adventure, Police, Shounen",TV,13,5.72,339
1244,Ankoku Shindenshou Takegami,"Action, Drama, Mecha, Sci-Fi, Supernatural",OVA,3,5.71,912
2053,Capricorn,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,1,5.71,1207
4150,Cosmos Pink Shock,"Comedy, Parody, Sci-Fi, Space",OVA,1,5.71,981
10417,Gyo,Horror,OVA,1,5.71,27005
31618,Kanojo ga Kanji wo Suki na Riyuu.,"School, Slice of Life",ONA,2,5.71,449
5051,Macross XX,"Action, Mecha",Special,1,5.71,1609
22469,Minihams no Kekkon Song,"Kids, Music",Music,1,5.71,147
3743,Murder,"Mystery, Parody, Vampire",Movie,1,5.71,963
2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",OVA,2,5.71,720
1027,Psychic Force,"Action, Sci-Fi, Shounen, Super Power",OVA,2,5.71,1069
1338,Shin Megami Tensei: Tokyo Mokushiroku,"Action, Horror, Sci-Fi",OVA,2,5.71,2871
12501,Ai Mai! Moe Can Change!,"Comedy, Sci-Fi",OVA,1,5.70,4953
31904,Big Order (TV),"Action, Shounen, Super Power",TV,10,5.70,84079
10780,Dead Heat,"Action, Mecha, Sci-Fi, Sports",OVA,1,5.69,495
6777,Densha Kamo Shirenai,Music,Music,1,5.70,528
24123,Kaette Kita Top wo Nerae! Kagaku Kouza,"Comedy, Mecha, Sci-Fi",Special,2,5.70,864
21663,Last Orders,"Action, Samurai, Sci-Fi",Special,1,5.70,395
20869,Nulu-chan to Boku,"Comedy, Fantasy",ONA,1,5.70,141
25271,Shinano Mainichi Shinbun,Slice of Life,Special,1,5.71,1153
3070,Wakusei Daikaiju Negadon,"Action, Fantasy, Mecha, Military, Sci-Fi, Space",Movie,1,5.70,812
24437,World Fool News,"Comedy, Slice of Life",ONA,6,5.70,268
11447,Yuureisen,Supernatural,Movie,1,5.70,609
2453,Dennou Sentai Voogie&#039;s★Angel,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3,5.69,1132
13083,Fushigi na Kusuri,Slice of Life,Movie,1,5.69,218
1160,Gundress,"Action, Mecha, Sci-Fi",Movie,1,5.69,2005
34013,Hagane Orchestra,"Adventure, Comedy",TV,12,5.69,1499
20329,Koroshiya-san: The Hired Gun,"Action, Comedy, Police, Seinen, Thriller",TV,10,5.69,4608
19925,KY Kei JC Kuukichan,"Comedy, School",ONA,6,5.69,394
6978,Kyoufu Densetsu Kaiki! Frankenstein,"Drama, Horror, Sci-Fi",Special,1,5.69,578
22225,Momo Kyun Sword,"Comedy, Ecchi, Fantasy",TV,12,5.69,19246
16371,Peeping Life: The Perfect Emotion,"Comedy, Slice of Life",OVA,10,5.69,349
11659,Pink Mizu Dorobou Ame Dorobou,"Adventure, Comedy, Fantasy, Shounen",Movie,1,5.70,339
7862,Transformers: Robot Masters,Mecha,Special,2,5.69,485
2384,Yakusai Kochou,"Comedy, Ecchi, Supernatural",OVA,1,5.69,1025
32737,009 Re:Cyborg x Zip,"Comedy, Super Power",ONA,10,5.68,198
8220,Baby Felix,"Comedy, Kids",TV,65,5.68,240
25991,Bishoujo Mobage: Mobami-chan,Fantasy,ONA,1,5.68,763
2058,Delpower X Bakuhatsu Miracle Genki!,"Action, Comedy, Mecha, Parody, School, Sci-Fi",OVA,1,5.68,644
9650,Dream C Club Pure Songs Clips,Music,Music,2,5.68,358
8626,Good Morning,"Music, Slice of Life",Music,1,5.68,1381
24321,Hoka Hoka Oden no Uta,Music,Music,1,5.68,394
3661,Joker: Marginal City,"Action, Romance, Sci-Fi",OVA,1,5.68,533
2524,Jungle de Ikou!,"Action, Adventure, Comedy, Ecchi, Magic",OVA,3,5.68,3185
5799,Kaede New Town,"Comedy, Romance, School, Slice of Life",Movie,1,5.68,344
4398,Kuro Nyago,Fantasy,Movie,1,5.68,1979
19337,Momoya x Peeping Life: Go en Desu yo!,Slice of Life,ONA,4,5.68,218
8297,Planzet,"Action, Mecha, Sci-Fi",Movie,1,5.68,2923
1656,PostPet Momobin,"Comedy, Kids",TV,24,5.68,215
5193,Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,Kids,ONA,1,5.68,155
23917,Sora wa Koko ni Aru,Music,Music,1,5.68,140
2779,Sotsugyou M: Ore-tachi no Carnival,"Drama, School",OVA,2,5.68,1268
1343,Violence Jack: Hell&#039;s Wind-hen,"Action, Drama, Horror",OVA,1,5.68,3182
9861,Anime Tenchou Movie,"Action, Parody",Movie,1,5.67,1280
1667,Barom One,"Action, Sci-Fi, Shounen, Supernatural",TV,13,5.67,772
2220,Be-Boy Kidnapp&#039;n Idol,"Drama, Shounen Ai",OVA,1,5.67,4311
